doi,material,bet_surface_area_m2_g,pressure_bar,adsorption_temperature_K,pore_volume_cm3_g,year,material_taxonomy,co2_capacity_mg_g
10.1039_c4ra09314c,GA-E,10.0,0.5,303.15,,2014.0,Graphene composite,40.94332
10.1039_c4ra09314c,GA-E,10.0,0.4,303.15,,2014.0,Graphene composite,36.07912
10.1039_c4ra09314c,GA-E,10.0,0.35,303.15,,2014.0,Graphene composite,33.56892
10.1039_c4ra09314c,GA-E,10.0,0.3,303.15,,2014.0,Graphene composite,30.67944
10.1039_c4ra09314c,GA-E,10.0,0.25,303.15,,2014.0,Graphene composite,27.27692
10.1039_c4ra09314c,GA-E,10.0,0.2,303.15,,2014.0,Graphene composite,24.5212
10.1039_c4ra09314c,GA-E,10.0,0.15,303.15,,2014.0,Graphene composite,20.09216
10.1039_c4ra09314c,GA-E,10.0,0.1,303.15,,2014.0,Graphene composite,15.37316
10.1039_c4ra09314c,GA-E,10.0,0.05,303.15,,2014.0,Graphene composite,9.92904
10.1039_c4ra09314c,GA-E,10.0,0.95,273.15,,2014.0,Graphene composite,87.68759999999999
10.1039_c4ra09314c,GA-E,10.0,0.9,273.15,,2014.0,Graphene composite,86.5722
10.1039_c4ra09314c,GA-E,10.0,0.85,273.15,,2014.0,Graphene composite,85.90252
10.1039_c4ra09314c,GA-E,10.0,0.8,273.15,,2014.0,Graphene composite,83.89436
10.1039_c4ra09314c,GA-E,10.0,0.75,273.15,,2014.0,Graphene composite,81.8862
10.1039_c4ra09314c,GA-E,10.0,0.7,273.15,,2014.0,Graphene composite,80.54772
10.1039_c4ra09314c,GA-E,10.0,0.65,273.15,,2014.0,Graphene composite,78.16028
10.1039_c4ra09314c,GA-E,10.0,0.45,303.15,,2014.0,Graphene composite,38.52244
10.1039_c4ra09314c,GA-E,10.0,0.55,303.15,,2014.0,Graphene composite,43.02936
10.1039_c4ra09314c,GA-E,10.0,0.5,323.15,,2014.0,Graphene composite,24.32056
10.1039_c4ra09314c,GA-E,10.0,0.6,303.15,,2014.0,Graphene composite,44.71412
10.1039_c4ra09314c,GA-E,10.0,0.4,323.15,,2014.0,Graphene composite,21.30832
10.1039_c4ra09314c,GA-E,10.0,0.35,323.15,,2014.0,Graphene composite,19.31116
10.1039_c4ra09314c,GA-E,10.0,0.3,323.15,,2014.0,Graphene composite,17.71616
10.1039_c4ra09314c,GA-E,10.0,0.25,323.15,,2014.0,Graphene composite,15.3956
10.1039_c4ra09314c,GA-E,10.0,0.2,323.15,,2014.0,Graphene composite,13.47676
10.1039_c4ra09314c,GA-E,10.0,0.15,323.15,,2014.0,Graphene composite,10.97756
10.1039_c4ra09314c,GA-E,10.0,0.1,323.15,,2014.0,Graphene composite,8.30016
10.1039_c4ra09314c,GA-E,10.0,0.05,323.15,,2014.0,Graphene composite,5.0314
10.1039_c4ra09314c,GA-E,10.0,0.95,303.15,,2014.0,Graphene composite,55.73612
10.1039_c4ra09314c,GA-E,10.0,0.9,303.15,,2014.0,Graphene composite,54.55384
10.1039_c4ra09314c,GA-E,10.0,0.85,303.15,,2014.0,Graphene composite,52.99184
10.1039_c4ra09314c,GA-E,10.0,0.8,303.15,,2014.0,Graphene composite,51.56404
10.1039_c4ra09314c,GA-E,10.0,0.75,303.15,,2014.0,Graphene composite,49.9796
10.1039_c4ra09314c,GA-E,10.0,0.7,303.15,,2014.0,Graphene composite,48.66312
10.1039_c4ra09314c,GA-E,10.0,0.65,303.15,,2014.0,Graphene composite,46.75572
10.1039_c4ra09314c,GA-E,10.0,0.6,273.15,,2014.0,Graphene composite,76.08524
10.1039_c4ra09314c,GA-E,10.0,0.55,273.15,,2014.0,Graphene composite,74.30015999999999
10.1039_c4ra09314c,GA-E,10.0,0.5,273.15,,2014.0,Graphene composite,72.51508
10.1039_c4ra09314c,GA-E,10.0,0.45,273.15,,2014.0,Graphene composite,68.72228
10.1039_c6ra13590k,IFGO,190.0,0.9,298.0,0.096,2016.0,GO non-composite,33.60896
10.1039_c6ra13590k,IFGO,190.0,0.75,298.0,0.096,2016.0,GO non-composite,26.302760000000003
10.1039_c6ra13590k,IFGO,190.0,0.6,298.0,0.096,2016.0,GO non-composite,23.38028
10.1039_c6ra13590k,IFGO,190.0,0.45,298.0,0.096,2016.0,GO non-composite,18.85004
10.1039_c6ra13590k,IFGO,190.0,0.3,298.0,0.096,2016.0,GO non-composite,9.49828
10.1039_c6ra13590k,IFGO,190.0,0.15,298.0,0.096,2016.0,GO non-composite,10.22868
10.1039_c4ra09314c,GA-E,10.0,0.1,273.15,,2014.0,Graphene composite,74.96983999999999
10.1039_c4ra09314c,GA-E,10.0,0.4,273.15,,2014.0,Graphene composite,66.26796
10.1039_c4ra09314c,GA-E,10.0,0.35,273.15,,2014.0,Graphene composite,63.59012
10.1039_c4ra09314c,GA-E,10.0,0.3,273.15,,2014.0,Graphene composite,58.90456
10.1039_c4ra09314c,GA-E,10.0,0.25,273.15,,2014.0,Graphene composite,58.7092
10.1039_c4ra09314c,GA-E,10.0,0.2,273.15,,2014.0,Graphene composite,58.51384
10.1039_c4ra09314c,GA-E,10.0,0.15,273.15,,2014.0,Graphene composite,62.58604
10.1039_c4ra09314c,GA-E,10.0,0.05,273.15,,2014.0,Graphene composite,104.86828
10.1039_c4ra09314c,GA-E,10.0,0.45,323.15,,2014.0,Graphene composite,22.82544
10.1039_c4ra09314c,GA-E,10.0,0.55,323.15,,2014.0,Graphene composite,25.2912
10.1039_c4ra09314c,GA-W,10.0,0.45,323.15,,2014.0,Graphene non-composite,32.7888
10.1039_c4ra09314c,GA-W,10.0,0.35,323.15,,2014.0,Graphene non-composite,29.55568
10.1039_c4ra09314c,GA-W,10.0,0.3,323.15,,2014.0,Graphene non-composite,27.65928
10.1039_c4ra09314c,GA-W,10.0,0.25,323.15,,2014.0,Graphene non-composite,24.94448
10.1039_c4ra09314c,GA-W,10.0,0.2,323.15,,2014.0,Graphene non-composite,22.53328
10.1039_c4ra09314c,GA-W,10.0,0.15,323.15,,2014.0,Graphene non-composite,19.33316
10.1039_c4ra09314c,GA-W,10.0,0.1,323.15,,2014.0,Graphene non-composite,15.33312
10.1039_c4ra09314c,GA-W,10.0,0.05,323.15,,2014.0,Graphene non-composite,9.97788
10.1039_c4ra09314c,GA-W,10.0,0.95,303.15,,2014.0,Graphene non-composite,64.77768
10.1039_c4ra09314c,GA-W,10.0,0.9,303.15,,2014.0,Graphene non-composite,63.33316
10.1039_c4ra09314c,GA-W,10.0,0.85,303.15,,2014.0,Graphene non-composite,61.666880000000006
10.1039_c4ra09314c,GA-W,10.0,0.8,303.15,,2014.0,Graphene non-composite,60.11104
10.1039_c4ra09314c,GA-W,10.0,0.75,303.15,,2014.0,Graphene non-composite,58.44432
10.1039_c4ra09314c,GA-W,10.0,0.7,303.15,,2014.0,Graphene non-composite,56.9778
10.1039_c4ra09314c,GA-W,10.0,0.65,303.15,,2014.0,Graphene non-composite,55.0
10.1039_c4ra09314c,GA-W,10.0,0.6,303.15,,2014.0,Graphene non-composite,52.8
10.1039_c4ra09314c,GA-W,10.0,0.4,323.15,,2014.0,Graphene non-composite,31.55548
10.1039_c4ra09314c,GA-W,10.0,0.5,323.15,,2014.0,Graphene non-composite,34.22232
10.1039_c4ra09314c,GA-E,10.0,0.6,323.15,,2014.0,Graphene composite,26.708
10.1039_c4ra09314c,GA-W,10.0,0.55,323.15,,2014.0,Graphene non-composite,35.36676
10.1039_c4ra09314c,GA-W,10.0,0.95,323.15,,2014.0,Graphene non-composite,42.51104
10.1039_c4ra09314c,GA-W,10.0,0.9,323.15,,2014.0,Graphene non-composite,42.06664
10.1039_c4ra09314c,GA-W,10.0,0.85,323.15,,2014.0,Graphene non-composite,41.23328
10.1039_c4ra09314c,GA-W,10.0,0.8,323.15,,2014.0,Graphene non-composite,40.44436
10.1039_c4ra09314c,GA-W,10.0,0.75,323.15,,2014.0,Graphene non-composite,39.66688
10.1039_c4ra09314c,GA-W,10.0,0.7,323.15,,2014.0,Graphene non-composite,38.7112
10.1039_c4ra09314c,GA-W,10.0,0.65,323.15,,2014.0,Graphene non-composite,37.77796
10.1039_c4ra09314c,GA-W,10.0,0.6,323.15,,2014.0,Graphene non-composite,36.55564
10.1039_c4ra09314c,GA-W,10.0,0.55,303.15,,2014.0,Graphene non-composite,51.22216
10.1039_c4ra09314c,GA-W,10.0,0.5,303.15,,2014.0,Graphene non-composite,48.77796
10.1039_c4ra09314c,GA-W,10.0,0.45,303.15,,2014.0,Graphene non-composite,46.55552
10.1039_c4ra09314c,GA-W,10.0,0.4,303.15,,2014.0,Graphene non-composite,44.2222
10.1039_c4ra09314c,GA-W,10.0,0.4,273.15,,2014.0,Graphene non-composite,74.66668
10.1039_c4ra09314c,GA-W,10.0,0.35,273.15,,2014.0,Graphene non-composite,72.44424000000001
10.1039_c4ra09314c,GA-W,10.0,0.3,273.15,,2014.0,Graphene non-composite,68.22244
10.1039_c4ra09314c,GA-W,10.0,0.25,273.15,,2014.0,Graphene non-composite,67.89156
10.1039_c4ra09314c,GA-W,10.0,0.2,273.15,,2014.0,Graphene non-composite,67.56112
10.1039_c4ra09314c,GA-W,10.0,0.15,273.15,,2014.0,Graphene non-composite,70.27768
10.1039_c4ra09314c,GA-W,10.0,0.1,273.15,,2014.0,Graphene non-composite,79.88904000000001
10.1039_c4ra09314c,GA-W,10.0,0.05,273.15,,2014.0,Graphene non-composite,105.77776
10.1039_c4ra09314c,GA-E,10.0,0.95,323.15,,2014.0,Graphene composite,33.75856
10.1039_c4ra09314c,GA-E,10.0,0.9,323.15,,2014.0,Graphene composite,33.60236
10.1039_c4ra09314c,GA-E,10.0,0.85,323.15,,2014.0,Graphene composite,32.34176
10.1039_c4ra09314c,GA-E,10.0,0.8,323.15,,2014.0,Graphene composite,31.4204
10.1039_c4ra09314c,GA-E,10.0,0.75,323.15,,2014.0,Graphene composite,30.1774
10.1039_c4ra09314c,GA-E,10.0,0.7,323.15,,2014.0,Graphene composite,29.02856
10.1039_c4ra09314c,GA-E,10.0,0.65,323.15,,2014.0,Graphene composite,28.33688
10.1039_c4ra09314c,GA-W,10.0,0.45,273.15,,2014.0,Graphene non-composite,77.11131999999999
10.1039_c4ra09314c,GA-W,10.0,0.5,273.15,,2014.0,Graphene non-composite,80.66651999999999
10.1039_c4ra09314c,GA-W,10.0,0.55,273.15,,2014.0,Graphene non-composite,82.66676
10.1039_c4ra09314c,GA-W,10.0,0.05,303.15,,2014.0,Graphene non-composite,15.05548
10.1039_c4ra09314c,GA-W,10.0,0.35,303.15,,2014.0,Graphene non-composite,41.65568
10.1039_c4ra09314c,GA-W,10.0,0.3,303.15,,2014.0,Graphene non-composite,38.777640000000005
10.1039_c4ra09314c,GA-W,10.0,0.25,303.15,,2014.0,Graphene non-composite,35.16656
10.1039_c4ra09314c,GA-W,10.0,0.2,303.15,,2014.0,Graphene non-composite,32.22208
10.1039_c4ra09314c,GA-W,10.0,0.15,303.15,,2014.0,Graphene non-composite,27.45556
10.1039_c4ra09314c,GA-W,10.0,0.1,303.15,,2014.0,Graphene non-composite,22.2222
10.1039_c4ra09314c,GA-W,10.0,0.95,273.15,,2014.0,Graphene non-composite,99.33352
10.1039_c4ra09314c,GA-W,10.0,0.6,273.15,,2014.0,Graphene non-composite,84.66656
10.1039_c4ra09314c,GA-W,10.0,0.9,273.15,,2014.0,Graphene non-composite,97.77768
10.1039_c4ra09314c,GA-W,10.0,0.85,273.15,,2014.0,Graphene non-composite,96.44448
10.1039_c4ra09314c,GA-W,10.0,0.8,273.15,,2014.0,Graphene non-composite,93.88896
10.1039_c4ra09314c,GA-W,10.0,0.75,273.15,,2014.0,Graphene non-composite,91.33344
10.1039_c4ra09314c,GA-W,10.0,0.7,273.15,,2014.0,Graphene non-composite,89.7776
10.1039_c4ra09314c,GA-W,10.0,0.65,273.15,,2014.0,Graphene non-composite,87.62204
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.5,273.15,0.382,2014.0,GO non-composite,63.882720000000006
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.35,273.15,0.382,2014.0,GO non-composite,50.37604
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.3,273.15,0.382,2014.0,GO non-composite,46.40944
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.25,273.15,0.382,2014.0,GO non-composite,40.76336
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.2,273.15,0.382,2014.0,GO non-composite,34.873960000000004
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.15,273.15,0.382,2014.0,GO non-composite,28.57096
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.1,273.15,0.382,2014.0,GO non-composite,21.75668
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.05,273.15,0.382,2014.0,GO non-composite,12.605999999999998
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.45,273.15,0.382,2014.0,GO non-composite,59.59976
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.55,273.15,0.382,2014.0,GO non-composite,67.606
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.6,273.15,0.382,2014.0,GO non-composite,72.40024
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.45,273.15,0.297,2014.0,GO non-composite,40.8606
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.4,273.15,0.297,2014.0,GO non-composite,37.79424
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.35,273.15,0.297,2014.0,GO non-composite,34.46036
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.3,273.15,0.297,2014.0,GO non-composite,31.66152
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.25,273.15,0.297,2014.0,GO non-composite,27.01336
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.2,273.15,0.297,2014.0,GO non-composite,23.144
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.15,273.15,0.297,2014.0,GO non-composite,19.25
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.1,273.15,0.297,2014.0,GO non-composite,15.64816
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.05,273.15,0.297,2014.0,GO non-composite,6.716600000000001
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.9,273.15,0.382,2014.0,GO non-composite,96.15276
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.85,273.15,0.382,2014.0,GO non-composite,90.40944
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.8,273.15,0.382,2014.0,GO non-composite,86.75876
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.75,273.15,0.382,2014.0,GO non-composite,83.10852
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.7,273.15,0.382,2014.0,GO non-composite,79.45784
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.65,273.15,0.382,2014.0,GO non-composite,75.75876
10.1016_j.cej.2014.11.037,GO,32.0,0.3,273.15,,2014.0,GO non-composite,16.913600000000002
10.1016_j.cej.2014.11.037,GO,32.0,0.25,273.15,,2014.0,GO non-composite,14.60184
10.1016_j.cej.2014.11.037,GO,32.0,0.2,273.15,,2014.0,GO non-composite,12.77672
10.1016_j.cej.2014.11.037,GO,32.0,0.15,273.15,,2014.0,GO non-composite,10.95116
10.1016_j.cej.2014.11.037,GO,32.0,0.1,273.15,,2014.0,GO non-composite,8.76128
10.1016_j.cej.2014.11.037,GO,32.0,0.05,273.15,,2014.0,GO non-composite,5.5242
10.1016_j.micromeso.2020.110786,0.5 wt% GO/core shell ZIF-8@ZIF-67,1378.0,1.0,298.0,1.27,2020.0,rGO non-composite,68.64
10.1016_j.micromeso.2020.110786,4 wt% RGO/core shell ZIF-8@ZIF-67,532.0,1.0,273.0,0.29,2020.0,rGO non-composite,39.6
10.1016_j.micromeso.2020.110786,2 wt% RGO/core shell ZIF-8@ZIF-67,619.0,1.0,273.0,0.35,2020.0,rGO non-composite,54.12
10.1016_j.micromeso.2020.110786,1 wt% RGO/core shell ZIF-8@ZIF-67,1459.0,1.0,273.0,1.38,2020.0,rGO non-composite,63.8
10.1016_j.micromeso.2020.110786,0.5 wt% RGO/core shell ZIF-8@ZIF-67,1490.0,1.0,273.0,1.6,2020.0,rGO non-composite,76.12
10.1016_j.micromeso.2020.110786,4 wt% GO/core shell ZIF-8@ZIF-67,585.0,1.0,273.0,0.82,2020.0,rGO non-composite,57.2
10.1016_j.micromeso.2020.110786,2 wt% GO/core shell ZIF-8@ZIF-67,1003.0,1.0,273.0,0.7,2020.0,rGO non-composite,68.2
10.1016_j.micromeso.2020.110786,1 wt% GO/core shell ZIF-8@ZIF-67,1056.0,1.0,273.0,0.83,2020.0,rGO non-composite,75.67999999999999
10.1016_j.micromeso.2020.110786,0.5 wt% GO/core shell ZIF-8@ZIF-67,1378.0,1.0,273.0,1.27,2020.0,rGO non-composite,94.6
10.1016_j.cej.2014.11.037,GO,32.0,0.35,273.15,,2014.0,GO non-composite,18.52004
10.1016_j.cej.2014.11.037,GO,32.0,0.4,273.15,,2014.0,GO non-composite,20.19908
10.1016_j.cej.2014.11.037,GO,32.0,0.45,273.15,,2014.0,GO non-composite,21.90276
10.1016_j.cej.2014.11.037,GO,32.0,0.9,273.15,,2014.0,GO non-composite,36.28548
10.1016_j.cej.2014.11.037,GO,32.0,0.85,273.15,,2014.0,GO non-composite,34.1924
10.1016_j.cej.2014.11.037,GO,32.0,0.5,273.15,,2014.0,GO non-composite,23.48456
10.1016_j.cej.2014.11.037,GO,32.0,0.8,273.15,,2014.0,GO non-composite,32.6348
10.1016_j.cej.2014.11.037,GO,32.0,0.75,273.15,,2014.0,GO non-composite,31.27212
10.1016_j.cej.2014.11.037,GO,32.0,0.7,273.15,,2014.0,GO non-composite,29.690320000000003
10.1016_j.cej.2014.11.037,GO,32.0,0.65,273.15,,2014.0,GO non-composite,28.20576
10.1016_j.cej.2014.11.037,GO,32.0,0.6,273.15,,2014.0,GO non-composite,26.89148
10.1016_j.cej.2014.11.037,GO,32.0,0.55,273.15,,2014.0,GO non-composite,25.066360000000003
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.5,273.15,0.297,2014.0,GO non-composite,43.197
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.55,273.15,0.297,2014.0,GO non-composite,47.30968
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.6,273.15,0.297,2014.0,GO non-composite,50.303
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.65,298.15,0.382,2014.0,GO non-composite,57.12212
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.5,323.15,0.382,2014.0,GO non-composite,32.41612
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.45,323.15,0.382,2014.0,GO non-composite,29.78756
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.4,323.15,0.382,2014.0,GO non-composite,27.8212
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.35,323.15,0.382,2014.0,GO non-composite,25.52396
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.3,323.15,0.382,2014.0,GO non-composite,23.18756
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.25,323.15,0.382,2014.0,GO non-composite,21.02672
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.2,323.15,0.382,2014.0,GO non-composite,17.95024
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.15,323.15,0.382,2014.0,GO non-composite,14.71844
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.1,323.15,0.382,2014.0,GO non-composite,11.19448
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.05,323.15,0.382,2014.0,GO non-composite,6.03548
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.95,298.15,0.382,2014.0,GO non-composite,72.52212
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.9,298.15,0.382,2014.0,GO non-composite,69.58248
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.85,298.15,0.382,2014.0,GO non-composite,67.84976
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.8,298.15,0.382,2014.0,GO non-composite,65.51335999999999
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.75,298.15,0.382,2014.0,GO non-composite,63.2742
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.55,323.15,0.382,2014.0,GO non-composite,34.1682
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.6,323.15,0.382,2014.0,GO non-composite,36.1152
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.65,323.15,0.382,2014.0,GO non-composite,38.06176
10.1039_c6ra13590k,IFGO,190.0,0.45,273.0,0.096,2016.0,GO non-composite,67.36399999999999
10.1039_c6ra13590k,IFGO,190.0,0.9,273.0,0.096,2016.0,GO non-composite,154.8932
10.1039_c6ra13590k,IFGO,190.0,0.75,273.0,0.096,2016.0,GO non-composite,129.32084
10.1039_c6ra13590k,IFGO,190.0,0.6,273.0,0.096,2016.0,GO non-composite,108.13264
10.1039_c6ra13590k,IFGO,190.0,0.3,273.0,0.096,2016.0,GO non-composite,44.56848
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.7,323.15,0.382,2014.0,GO non-composite,39.853
10.1039_c6ra13590k,IFGO,190.0,0.15,273.0,0.096,2016.0,GO non-composite,29.95564
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.95,323.15,0.382,2014.0,GO non-composite,49.99632
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.9,323.15,0.382,2014.0,GO non-composite,47.29032
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.85,323.15,0.382,2014.0,GO non-composite,45.46036
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.8,323.15,0.382,2014.0,GO non-composite,43.62996
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.75,323.15,0.382,2014.0,GO non-composite,42.24792
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.7,298.15,0.382,2014.0,GO non-composite,59.96452
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.6,298.15,0.382,2014.0,GO non-composite,54.2212
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.65,273.15,0.297,2014.0,GO non-composite,52.93156
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.55,298.15,0.382,2014.0,GO non-composite,51.223040000000005
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.5,273.15,0.269,2014.0,GO non-composite,34.07096
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.45,273.15,0.269,2014.0,GO non-composite,31.685720000000003
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.4,273.15,0.269,2014.0,GO non-composite,29.447
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.35,273.15,0.269,2014.0,GO non-composite,27.35392
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.3,273.15,0.269,2014.0,GO non-composite,25.09056
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.25,273.15,0.269,2014.0,GO non-composite,22.3894
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.2,273.15,0.269,2014.0,GO non-composite,19.2742
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.15,273.15,0.269,2014.0,GO non-composite,16.01336
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.1,273.15,0.269,2014.0,GO non-composite,13.28756
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.05,273.15,0.269,2014.0,GO non-composite,8.05552
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.9,273.15,0.297,2014.0,GO non-composite,67.84976
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.85,273.15,0.297,2014.0,GO non-composite,64.71036000000001
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.8,273.15,0.297,2014.0,GO non-composite,60.32972
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.75,273.15,0.297,2014.0,GO non-composite,58.5288
10.1016_j.cej.2014.11.037,TiO2/GO-0.20,87.767,0.7,273.15,0.297,2014.0,GO non-composite,55.85184
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.55,273.15,0.269,2014.0,GO non-composite,35.48248
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.6,273.15,0.269,2014.0,GO non-composite,38.5242
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.65,273.15,0.269,2014.0,GO non-composite,39.78964
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.2,298.15,0.382,2014.0,GO non-composite,26.96452
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.5,298.15,0.382,2014.0,GO non-composite,48.77004
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.45,298.15,0.382,2014.0,GO non-composite,44.7788
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.4,298.15,0.382,2014.0,GO non-composite,41.76128
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.35,298.15,0.382,2014.0,GO non-composite,38.2954
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.3,298.15,0.382,2014.0,GO non-composite,34.869119999999995
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.25,298.15,0.382,2014.0,GO non-composite,31.53964
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.15,298.15,0.382,2014.0,GO non-composite,22.19448
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.7,273.15,0.269,2014.0,GO non-composite,41.78548
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.1,298.15,0.382,2014.0,GO non-composite,16.74332
10.1016_j.cej.2014.11.037,TiO2/GO-0.10,99.536,0.05,298.15,0.382,2014.0,GO non-composite,9.306
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.9,273.15,0.269,2014.0,GO non-composite,51.106
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.85,273.15,0.269,2014.0,GO non-composite,46.87188
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.8,273.15,0.269,2014.0,GO non-composite,46.02004
10.1016_j.cej.2014.11.037,TiO2/GO-0.30,83.121,0.75,273.15,0.269,2014.0,GO non-composite,43.80552
10.1039_c3ra42022a,CTS-GO-20%,412.0,0.85,298.15,1.23,2013.0,GO-based composite,176.76296
10.1039_c3ra42022a,CTS-GO-20%,412.0,0.75,298.15,1.23,2013.0,GO-based composite,169.76872
10.1039_c3ra42022a,CTS-GO-20%,412.0,0.7,298.15,1.23,2013.0,GO-based composite,164.89396000000002
10.1039_c3ra42022a,CTS-GO-20%,412.0,0.65,298.15,1.23,2013.0,GO-based composite,161.20632
10.1039_c3ra42022a,CTS-GO-20%,412.0,0.6,298.15,1.23,2013.0,GO-based composite,157.68808
10.1039_c3ra42022a,CTS-GO-15%,390.0,0.95,298.15,1.14,2013.0,GO-based composite,174.77064
10.1039_c3ra42022a,CTS-GO-15%,390.0,0.9,298.15,1.14,2013.0,GO-based composite,170.82868
